Climate,SoilType,WaterLevel,LandSize,PlantName,FertilizerName,DiseasesName,MedicineName
Cold,Red Soil,low,0.79,Black Sesame,DAP,Rust,Copper Fungicide
Cold,Red Soil,medium,1.96,Black Sesame,DAP,Mosaic Virus,Trichoderma
Summer,Red Soil,low,2.6,Black Sesame,NPK,Leaf Spot,Sulfur Dust
Summer,Black Soil,low,3.8,Black Sesame,Bone Meal,Leaf Spot,Copper Fungicide
Summer,Loamy,medium,1.03,Black Sesame,Vermicompost,Rust,Neem Oil Spray
Winter,Silty,medium,3.24,Black Sesame,Bone Meal,Rust,Bordeaux Mixture
Cold,Red Soil,low,2.18,Black Sesame,Farmyard Manure,Powdery Mildew,Trichoderma
Summer,Clay,medium,4.54,Black Sesame,Compost,Root Rot,Carbendazim
Cold,Loamy,low,3.18,Black Sesame,Vermicompost,Blight,Carbendazim
Cold,Red Soil,medium,4.75,Black Sesame,NPK,Blight,Trichoderma
Summer,Red Soil,high,2.77,White Sesame,Vermicompost,Wilt,Trichoderma
Rainy (Monsoon),Clay,low,2.84,White Sesame,Urea,Powdery Mildew,Carbendazim
Spring,Red Soil,low,1.93,White Sesame,DAP,Root Rot,Neem Oil Spray
Rainy (Monsoon),Sandy,high,1.76,White Sesame,Vermicompost,Rust,Carbendazim
Cold,Alluvial Soil,medium,1.18,White Sesame,Urea,Rust,Copper Fungicide
Summer,Alluvial Soil,medium,3.31,White Sesame,DAP,Rust,Imidacloprid
Cold,Alluvial Soil,low,1.31,White Sesame,Bone Meal,Mosaic Virus,Copper Fungicide
Cold,Red Soil,medium,4.01,White Sesame,NPK,Powdery Mildew,Copper Fungicide
Winter,Alluvial Soil,medium,4.98,White Sesame,Urea,Rust,Neem Oil Spray
Rainy (Monsoon),Clay,medium,0.52,White Sesame,DAP,Mosaic Virus,Copper Fungicide
Winter,Silty,low,3.05,Brown Mustard,Bone Meal,Powdery Mildew,Imidacloprid
Winter,Red Soil,low,0.77,Brown Mustard,Bone Meal,Blight,Trichoderma
Spring,Black Soil,high,4.19,Brown Mustard,Vermicompost,Root Rot,Imidacloprid
Rainy (Monsoon),Clay,high,1.93,Brown Mustard,Bone Meal,Leaf Spot,Bordeaux Mixture
Summer,Clay,medium,4.68,Brown Mustard,DAP,Powdery Mildew,Carbendazim
Winter,Clay,low,4.56,Brown Mustard,Vermicompost,Powdery Mildew,Trichoderma
Winter,Loamy,high,4.28,Brown Mustard,NPK,Root Rot,Imidacloprid
Rainy (Monsoon),Silty,medium,2.3,Brown Mustard,DAP,Root Rot,Imidacloprid
Cold,Silty,low,1.01,Brown Mustard,Urea,Root Rot,Sulfur Dust
Summer,Alluvial Soil,high,0.72,Brown Mustard,Vermicompost,Wilt,Imidacloprid
Winter,Clay,medium,4.76,Yellow Mustard,Compost,Root Rot,Neem Oil Spray
Summer,Silty,low,3.29,Yellow Mustard,Farmyard Manure,Wilt,Sulfur Dust
Summer,Alluvial Soil,low,3.05,Yellow Mustard,Compost,Wilt,Imidacloprid
Cold,Black Soil,low,3.01,Yellow Mustard,Urea,Root Rot,Trichoderma
Spring,Silty,medium,4.01,Yellow Mustard,Farmyard Manure,Wilt,Copper Fungicide
Rainy (Monsoon),Black Soil,high,4.68,Yellow Mustard,NPK,Powdery Mildew,Carbendazim
Winter,Black Soil,high,4.54,Yellow Mustard,Bone Meal,Wilt,Sulfur Dust
Summer,Loamy,low,4.73,Yellow Mustard,Bone Meal,Powdery Mildew,Sulfur Dust
Cold,Black Soil,high,1.83,Yellow Mustard,Farmyard Manure,Wilt,Bordeaux Mixture
Summer,Alluvial Soil,low,2.18,Yellow Mustard,Vermicompost,Root Rot,Sulfur Dust
Spring,Sandy,medium,1.39,Ethiopian Mustard,Farmyard Manure,Rust,Sulfur Dust
Summer,Loamy,medium,2.55,Ethiopian Mustard,Compost,Wilt,Sulfur Dust
Winter,Clay,medium,2.32,Ethiopian Mustard,Farmyard Manure,Mosaic Virus,Imidacloprid
Spring,Silty,high,2.06,Ethiopian Mustard,Urea,Root Rot,Bordeaux Mixture
Rainy (Monsoon),Red Soil,low,4.32,Ethiopian Mustard,Urea,Root Rot,Trichoderma
Winter,Sandy,medium,1.88,Ethiopian Mustard,Farmyard Manure,Rust,Copper Fungicide
Summer,Clay,low,1.88,Ethiopian Mustard,Farmyard Manure,Wilt,Trichoderma
Spring,Black Soil,low,3.28,Ethiopian Mustard,DAP,Mosaic Virus,Imidacloprid
Spring,Silty,high,4.37,Ethiopian Mustard,Bone Meal,Root Rot,Imidacloprid
Winter,Red Soil,high,3.03,Ethiopian Mustard,NPK,Blight,Carbendazim
Cold,Clay,low,1.27,Camelina,NPK,Wilt,Imidacloprid
Spring,Sandy,low,3.05,Camelina,DAP,Mosaic Virus,Sulfur Dust
Spring,Clay,high,3.93,Camelina,DAP,Wilt,Carbendazim
Spring,Loamy,high,3.24,Camelina,Vermicompost,Mosaic Virus,Neem Oil Spray
Summer,Sandy,high,2.9,Camelina,Farmyard Manure,Wilt,Trichoderma
Rainy (Monsoon),Red Soil,medium,0.94,Camelina,Farmyard Manure,Blight,Neem Oil Spray
Winter,Sandy,low,1.38,Camelina,Urea,Mosaic Virus,Bordeaux Mixture
Winter,Black Soil,low,4.91,Camelina,Farmyard Manure,Wilt,Copper Fungicide
Cold,Red Soil,high,1.5,Camelina,NPK,Powdery Mildew,Copper Fungicide
Summer,Black Soil,medium,4.96,Camelina,Urea,Rust,Sulfur Dust
Summer,Black Soil,low,1.57,Perilla,Urea,Root Rot,Trichoderma
Rainy (Monsoon),Black Soil,low,4.44,Perilla,Bone Meal,Powdery Mildew,Copper Fungicide
Rainy (Monsoon),Alluvial Soil,high,0.8,Perilla,DAP,Powdery Mildew,Neem Oil Spray
Winter,Clay,high,3.27,Perilla,Vermicompost,Blight,Imidacloprid
Winter,Sandy,medium,4.69,Perilla,Vermicompost,Rust,Copper Fungicide
Rainy (Monsoon),Black Soil,high,1.62,Perilla,Bone Meal,Leaf Spot,Carbendazim
Rainy (Monsoon),Black Soil,low,2.33,Perilla,Bone Meal,Leaf Spot,Bordeaux Mixture
Rainy (Monsoon),Red Soil,medium,4.31,Perilla,Compost,Blight,Neem Oil Spray
Cold,Black Soil,low,0.79,Perilla,Farmyard Manure,Mosaic Virus,Neem Oil Spray
Winter,Loamy,low,3.8,Perilla,Compost,Mosaic Virus,Neem Oil Spray
Winter,Loamy,high,3.83,Evening Primrose,Compost,Mosaic Virus,Imidacloprid
Spring,Silty,medium,1.81,Evening Primrose,Compost,Leaf Spot,Sulfur Dust
Summer,Black Soil,high,4.6,Evening Primrose,DAP,Mosaic Virus,Bordeaux Mixture
Spring,Black Soil,high,4.14,Evening Primrose,Compost,Leaf Spot,Imidacloprid
Spring,Clay,high,0.8,Evening Primrose,DAP,Wilt,Sulfur Dust
Winter,Clay,low,1.79,Evening Primrose,Farmyard Manure,Leaf Spot,Sulfur Dust
Winter,Sandy,high,2.24,Evening Primrose,Bone Meal,Mosaic Virus,Neem Oil Spray
Summer,Red Soil,low,0.91,Evening Primrose,Urea,Powdery Mildew,Neem Oil Spray
Rainy (Monsoon),Black Soil,low,3.68,Evening Primrose,DAP,Powdery Mildew,Trichoderma
Winter,Black Soil,high,0.83,Evening Primrose,Urea,Leaf Spot,Imidacloprid
Spring,Clay,medium,3.43,Jojoba,DAP,Rust,Carbendazim
Spring,Black Soil,low,4.53,Jojoba,Vermicompost,Leaf Spot,Trichoderma
Spring,Red Soil,low,1.61,Jojoba,Compost,Leaf Spot,Carbendazim
Summer,Black Soil,high,2.19,Jojoba,NPK,Powdery Mildew,Trichoderma
Cold,Alluvial Soil,medium,3.39,Jojoba,DAP,Root Rot,Sulfur Dust
Spring,Black Soil,low,1.62,Jojoba,NPK,Blight,Imidacloprid
Cold,Clay,high,1.2,Jojoba,DAP,Root Rot,Sulfur Dust
Summer,Black Soil,medium,1.97,Jojoba,DAP,Leaf Spot,Neem Oil Spray
Winter,Sandy,high,2.87,Jojoba,Vermicompost,Powdery Mildew,Neem Oil Spray
Winter,Red Soil,high,3.04,Jojoba,Bone Meal,Powdery Mildew,Copper Fungicide
Summer,Loamy,high,3.54,Tung Tree,DAP,Leaf Spot,Copper Fungicide
Cold,Red Soil,low,3.96,Tung Tree,Farmyard Manure,Powdery Mildew,Copper Fungicide
Cold,Sandy,low,1.58,Tung Tree,Farmyard Manure,Wilt,Bordeaux Mixture
Cold,Clay,high,1.07,Tung Tree,NPK,Powdery Mildew,Carbendazim
Winter,Sandy,medium,3.37,Tung Tree,Vermicompost,Wilt,Carbendazim
Winter,Silty,medium,3.29,Tung Tree,Farmyard Manure,Blight,Bordeaux Mixture
Cold,Loamy,high,4.51,Tung Tree,Vermicompost,Root Rot,Bordeaux Mixture
Spring,Silty,medium,3.41,Tung Tree,DAP,Rust,Neem Oil Spray
Cold,Black Soil,high,4.99,Tung Tree,Urea,Leaf Spot,Copper Fungicide
Spring,Alluvial Soil,medium,3.31,Tung Tree,DAP,Rust,Imidacloprid
Summer,Alluvial Soil,high,1.48,Kapok,NPK,Wilt,Imidacloprid
Rainy (Monsoon),Silty,low,2.65,Kapok,NPK,Powdery Mildew,Sulfur Dust
Cold,Clay,medium,2.35,Kapok,DAP,Rust,Bordeaux Mixture
Spring,Clay,high,2.72,Kapok,Urea,Powdery Mildew,Carbendazim
Cold,Sandy,medium,1.53,Kapok,Urea,Root Rot,Imidacloprid
Summer,Red Soil,high,3.58,Kapok,Urea,Wilt,Trichoderma
Summer,Black Soil,high,2.16,Kapok,Urea,Leaf Spot,Imidacloprid
Spring,Clay,low,1.22,Kapok,Urea,Rust,Bordeaux Mixture
Spring,Clay,high,2.25,Kapok,Compost,Leaf Spot,Copper Fungicide
Winter,Black Soil,high,3.37,Kapok,Urea,Leaf Spot,Carbendazim
Summer,Clay,high,4.52,Ramie,Farmyard Manure,Powdery Mildew,Sulfur Dust
Rainy (Monsoon),Red Soil,high,1.32,Ramie,DAP,Powdery Mildew,Carbendazim
Spring,Black Soil,low,2.85,Ramie,Urea,Leaf Spot,Bordeaux Mixture
Winter,Black Soil,low,3.64,Ramie,NPK,Mosaic Virus,Carbendazim
Summer,Loamy,medium,2.27,Ramie,DAP,Mosaic Virus,Copper Fungicide
Winter,Loamy,medium,0.94,Ramie,DAP,Blight,Copper Fungicide
Spring,Loamy,high,3.13,Ramie,Vermicompost,Wilt,Bordeaux Mixture
Summer,Red Soil,high,4.08,Ramie,Compost,Rust,Imidacloprid
Rainy (Monsoon),Alluvial Soil,medium,3.58,Ramie,Farmyard Manure,Powdery Mildew,Carbendazim
Cold,Loamy,low,0.69,Ramie,DAP,Leaf Spot,Sulfur Dust
Summer,Loamy,high,3.43,Sisal,Vermicompost,Rust,Trichoderma
Rainy (Monsoon),Clay,low,2.39,Sisal,Vermicompost,Rust,Copper Fungicide
Cold,Sandy,low,1.63,Sisal,Compost,Rust,Imidacloprid
Rainy (Monsoon),Sandy,high,2.68,Sisal,DAP,Wilt,Copper Fungicide
Summer,Loamy,low,4.81,Sisal,Vermicompost,Wilt,Neem Oil Spray
Spring,Clay,low,2.89,Sisal,Vermicompost,Wilt,Neem Oil Spray
Winter,Sandy,low,4,Sisal,Compost,Root Rot,Imidacloprid
Winter,Black Soil,low,0.89,Sisal,DAP,Root Rot,Sulfur Dust
Winter,Sandy,medium,3.62,Sisal,Vermicompost,Blight,Copper Fungicide
Rainy (Monsoon),Clay,low,3.56,Sisal,Vermicompost,Root Rot,Bordeaux Mixture
Summer,Sandy,medium,1.28,Agave,NPK,Mosaic Virus,Bordeaux Mixture
Summer,Clay,medium,4.04,Agave,Bone Meal,Rust,Neem Oil Spray
Winter,Loamy,medium,4.55,Agave,Urea,Blight,Neem Oil Spray
Rainy (Monsoon),Black Soil,high,3.54,Agave,Vermicompost,Leaf Spot,Bordeaux Mixture
Cold,Silty,high,2.37,Agave,NPK,Mosaic Virus,Trichoderma
Summer,Red Soil,medium,1.52,Agave,Bone Meal,Powdery Mildew,Sulfur Dust
Winter,Silty,medium,4.75,Agave,Farmyard Manure,Rust,Copper Fungicide
Winter,Silty,medium,0.62,Agave,Farmyard Manure,Leaf Spot,Copper Fungicide
Rainy (Monsoon),Red Soil,low,4.95,Agave,Vermicompost,Root Rot,Trichoderma
Rainy (Monsoon),Black Soil,medium,3.46,Agave,DAP,Blight,Bordeaux Mixture
Winter,Silty,high,0.91,Yucca,Vermicompost,Mosaic Virus,Bordeaux Mixture
Summer,Sandy,high,1.93,Yucca,Farmyard Manure,Mosaic Virus,Sulfur Dust
Rainy (Monsoon),Silty,low,2.64,Yucca,Vermicompost,Powdery Mildew,Trichoderma
Spring,Clay,medium,4.14,Yucca,DAP,Root Rot,Trichoderma
Summer,Silty,medium,0.79,Yucca,DAP,Root Rot,Neem Oil Spray
Rainy (Monsoon),Red Soil,high,4.34,Yucca,DAP,Mosaic Virus,Imidacloprid
Rainy (Monsoon),Loamy,high,2.96,Yucca,Urea,Root Rot,Copper Fungicide
Cold,Silty,low,3.16,Yucca,Vermicompost,Powdery Mildew,Copper Fungicide
Winter,Clay,medium,3.62,Yucca,Farmyard Manure,Powdery Mildew,Bordeaux Mixture
Spring,Silty,low,2.87,Yucca,DAP,Powdery Mildew,Copper Fungicide
Winter,Black Soil,low,1.08,Baobab,DAP,Rust,Copper Fungicide
Summer,Loamy,high,2.64,Baobab,Bone Meal,Rust,Imidacloprid
Winter,Black Soil,high,1.2,Baobab,Urea,Blight,Sulfur Dust
Rainy (Monsoon),Black Soil,low,4.99,Baobab,Farmyard Manure,Root Rot,Sulfur Dust
Summer,Clay,medium,3.29,Baobab,Urea,Rust,Neem Oil Spray
Winter,Loamy,high,4.23,Baobab,Compost,Rust,Carbendazim
Rainy (Monsoon),Clay,high,3.71,Baobab,Compost,Root Rot,Neem Oil Spray
Summer,Black Soil,low,1.89,Baobab,DAP,Rust,Neem Oil Spray
Spring,Sandy,low,4.23,Baobab,Bone Meal,Blight,Neem Oil Spray
Spring,Black Soil,medium,1.29,Baobab,Compost,Rust,Trichoderma
Cold,Alluvial Soil,medium,3.61,Moringa Seed,Compost,Rust,Trichoderma
Rainy (Monsoon),Silty,medium,2.72,Moringa Seed,Vermicompost,Mosaic Virus,Sulfur Dust
Winter,Silty,high,1.22,Moringa Seed,Farmyard Manure,Blight,Neem Oil Spray
Rainy (Monsoon),Clay,high,3.44,Moringa Seed,Compost,Mosaic Virus,Bordeaux Mixture
Winter,Clay,medium,2.08,Moringa Seed,Compost,Root Rot,Copper Fungicide
Winter,Loamy,low,0.99,Moringa Seed,Compost,Wilt,Trichoderma
Summer,Loamy,low,1.39,Moringa Seed,Urea,Leaf Spot,Imidacloprid
Cold,Clay,high,0.79,Moringa Seed,NPK,Blight,Trichoderma
Summer,Clay,medium,4.11,Moringa Seed,DAP,Root Rot,Neem Oil Spray
Rainy (Monsoon),Clay,medium,2.36,Moringa Seed,DAP,Root Rot,Neem Oil Spray
Spring,Clay,high,4.75,Karanja,Vermicompost,Leaf Spot,Imidacloprid
Cold,Loamy,high,1.16,Karanja,NPK,Leaf Spot,Sulfur Dust
Summer,Clay,low,0.73,Karanja,DAP,Root Rot,Copper Fungicide
Cold,Black Soil,medium,1.79,Karanja,NPK,Mosaic Virus,Neem Oil Spray
Spring,Red Soil,low,2.98,Karanja,Farmyard Manure,Mosaic Virus,Copper Fungicide
Cold,Black Soil,low,3.95,Karanja,Farmyard Manure,Mosaic Virus,Copper Fungicide
Rainy (Monsoon),Silty,high,1.71,Karanja,Vermicompost,Rust,Copper Fungicide
Winter,Clay,medium,0.8,Karanja,Urea,Root Rot,Neem Oil Spray
Cold,Black Soil,high,3.72,Karanja,Farmyard Manure,Rust,Copper Fungicide
Spring,Red Soil,high,3.87,Karanja,Urea,Rust,Sulfur Dust
Spring,Clay,high,0.58,Pongamia,Bone Meal,Rust,Neem Oil Spray
Summer,Alluvial Soil,low,0.51,Pongamia,Vermicompost,Root Rot,Sulfur Dust
Summer,Black Soil,low,4.8,Pongamia,Compost,Leaf Spot,Copper Fungicide
Spring,Loamy,medium,3.73,Pongamia,NPK,Rust,Imidacloprid
Cold,Loamy,high,1.42,Pongamia,Compost,Wilt,Trichoderma
Rainy (Monsoon),Alluvial Soil,low,3.89,Pongamia,Urea,Wilt,Bordeaux Mixture
Summer,Red Soil,medium,2.1,Pongamia,Compost,Leaf Spot,Bordeaux Mixture
Rainy (Monsoon),Alluvial Soil,medium,0.53,Pongamia,Farmyard Manure,Powdery Mildew,Neem Oil Spray
Summer,Clay,high,2.97,Pongamia,Vermicompost,Wilt,Trichoderma
Rainy (Monsoon),Loamy,low,0.75,Pongamia,Bone Meal,Wilt,Sulfur Dust
Summer,Loamy,low,1.95,Neem Seed,Compost,Leaf Spot,Carbendazim
Cold,Sandy,medium,4.07,Neem Seed,DAP,Wilt,Neem Oil Spray
Cold,Red Soil,medium,3.65,Neem Seed,NPK,Blight,Carbendazim
Winter,Silty,medium,3.05,Neem Seed,Compost,Root Rot,Copper Fungicide
Winter,Red Soil,medium,4.61,Neem Seed,Compost,Root Rot,Copper Fungicide
Winter,Red Soil,medium,2.46,Neem Seed,Urea,Leaf Spot,Copper Fungicide
Rainy (Monsoon),Loamy,medium,3.21,Neem Seed,Urea,Blight,Trichoderma
Winter,Alluvial Soil,high,4.22,Neem Seed,NPK,Powdery Mildew,Bordeaux Mixture
Cold,Loamy,low,2.43,Neem Seed,Vermicompost,Powdery Mildew,Neem Oil Spray
Spring,Silty,high,4.17,Neem Seed,Vermicompost,Powdery Mildew,Trichoderma
Winter,Black Soil,medium,3.11,Mahogany,NPK,Root Rot,Neem Oil Spray
Summer,Clay,medium,4.65,Mahogany,Farmyard Manure,Root Rot,Neem Oil Spray
Cold,Silty,medium,4.61,Mahogany,DAP,Root Rot,Carbendazim
Summer,Red Soil,medium,1.87,Mahogany,Compost,Root Rot,Bordeaux Mixture
Spring,Red Soil,low,4.86,Mahogany,Compost,Leaf Spot,Neem Oil Spray
Cold,Silty,high,0.61,Mahogany,Urea,Blight,Carbendazim
Rainy (Monsoon),Clay,low,3.4,Mahogany,Bone Meal,Mosaic Virus,Copper Fungicide
Cold,Alluvial Soil,medium,1.4,Mahogany,Vermicompost,Powdery Mildew,Carbendazim
Spring,Sandy,low,1.48,Mahogany,Urea,Root Rot,Neem Oil Spray
Cold,Red Soil,low,2.99,Mahogany,DAP,Wilt,Carbendazim
Summer,Silty,high,1.1,Teak,Bone Meal,Root Rot,Trichoderma
Spring,Clay,medium,4.44,Teak,NPK,Wilt,Carbendazim
Rainy (Monsoon),Loamy,high,4.19,Teak,DAP,Mosaic Virus,Neem Oil Spray
Spring,Loamy,medium,1.73,Teak,Bone Meal,Rust,Imidacloprid
Winter,Silty,high,4.73,Teak,NPK,Root Rot,Sulfur Dust
Rainy (Monsoon),Sandy,high,1.01,Teak,Farmyard Manure,Rust,Carbendazim
Rainy (Monsoon),Clay,medium,4.36,Teak,Urea,Powdery Mildew,Trichoderma
Rainy (Monsoon),Black Soil,low,2.42,Teak,NPK,Mosaic Virus,Trichoderma
Summer,Black Soil,medium,1.11,Teak,DAP,Mosaic Virus,Neem Oil Spray
Cold,Sandy,low,4.75,Teak,Bone Meal,Root Rot,Sulfur Dust
Spring,Sandy,high,4.45,Sandalwood,Vermicompost,Blight,Neem Oil Spray
Cold,Red Soil,low,1.5,Sandalwood,Farmyard Manure,Leaf Spot,Trichoderma
Cold,Black Soil,low,4.75,Sandalwood,Urea,Blight,Carbendazim
Rainy (Monsoon),Clay,low,4.2,Sandalwood,Farmyard Manure,Leaf Spot,Copper Fungicide
Cold,Alluvial Soil,high,4.2,Sandalwood,Bone Meal,Powdery Mildew,Bordeaux Mixture
Winter,Black Soil,medium,2.62,Sandalwood,NPK,Rust,Sulfur Dust
Cold,Sandy,medium,2.18,Sandalwood,DAP,Mosaic Virus,Copper Fungicide
Winter,Black Soil,low,1.26,Sandalwood,Compost,Powdery Mildew,Imidacloprid
Summer,Red Soil,high,1.35,Sandalwood,Urea,Powdery Mildew,Neem Oil Spray
Spring,Red Soil,medium,1.04,Sandalwood,NPK,Blight,Trichoderma
Rainy (Monsoon),Alluvial Soil,medium,2.17,Bamboo,Urea,Leaf Spot,Neem Oil Spray
Winter,Alluvial Soil,low,4.49,Bamboo,Vermicompost,Root Rot,Bordeaux Mixture
Spring,Black Soil,low,4.73,Bamboo,NPK,Rust,Neem Oil Spray
Winter,Clay,medium,2.81,Bamboo,Compost,Powdery Mildew,Trichoderma
Spring,Red Soil,medium,4.51,Bamboo,Farmyard Manure,Powdery Mildew,Imidacloprid
Cold,Red Soil,medium,4.83,Bamboo,DAP,Blight,Copper Fungicide
Rainy (Monsoon),Alluvial Soil,low,1.27,Bamboo,Vermicompost,Root Rot,Sulfur Dust
Rainy (Monsoon),Red Soil,medium,3.64,Bamboo,Urea,Powdery Mildew,Neem Oil Spray
Rainy (Monsoon),Black Soil,medium,0.94,Bamboo,Farmyard Manure,Mosaic Virus,Copper Fungicide
Spring,Sandy,low,2.29,Bamboo,NPK,Powdery Mildew,Copper Fungicide
Rainy (Monsoon),Sandy,low,3.03,Cane,Farmyard Manure,Leaf Spot,Carbendazim
Winter,Alluvial Soil,medium,0.6,Cane,Urea,Leaf Spot,Copper Fungicide
Summer,Alluvial Soil,medium,4.83,Cane,Urea,Leaf Spot,Bordeaux Mixture
Spring,Loamy,high,2.71,Cane,Vermicompost,Blight,Neem Oil Spray
Spring,Silty,low,1.36,Cane,Bone Meal,Leaf Spot,Carbendazim
Cold,Sandy,medium,3.68,Cane,Urea,Mosaic Virus,Trichoderma
Cold,Sandy,high,1.88,Cane,Urea,Leaf Spot,Bordeaux Mixture
Rainy (Monsoon),Loamy,high,3.22,Cane,Farmyard Manure,Leaf Spot,Sulfur Dust
Summer,Red Soil,high,2.55,Cane,NPK,Mosaic Virus,Neem Oil Spray
Rainy (Monsoon),Clay,low,1.28,Cane,Bone Meal,Leaf Spot,Bordeaux Mixture
Summer,Red Soil,medium,3.93,Sugar Beet,NPK,Wilt,Imidacloprid
Winter,Sandy,high,3.09,Sugar Beet,Compost,Rust,Copper Fungicide
Cold,Sandy,low,3.15,Sugar Beet,Vermicompost,Mosaic Virus,Bordeaux Mixture
Winter,Silty,low,0.94,Sugar Beet,NPK,Rust,Trichoderma
Summer,Silty,medium,0.76,Sugar Beet,Vermicompost,Powdery Mildew,Copper Fungicide
Spring,Red Soil,low,3.13,Sugar Beet,Compost,Wilt,Carbendazim
Summer,Alluvial Soil,low,2.57,Sugar Beet,Compost,Leaf Spot,Neem Oil Spray
Winter,Sandy,medium,1.77,Sugar Beet,Farmyard Manure,Leaf Spot,Bordeaux Mixture
Rainy (Monsoon),Loamy,high,0.63,Sugar Beet,Compost,Powdery Mildew,Carbendazim
Cold,Silty,medium,1.23,Sugar Beet,DAP,Leaf Spot,Carbendazim
Summer,Black Soil,low,4.57,Stevia Leaf,Urea,Leaf Spot,Imidacloprid
Spring,Loamy,low,2.99,Stevia Leaf,Bone Meal,Leaf Spot,Bordeaux Mixture
Winter,Alluvial Soil,low,3.82,Stevia Leaf,Urea,Powdery Mildew,Trichoderma
Rainy (Monsoon),Silty,high,4.77,Stevia Leaf,NPK,Leaf Spot,Sulfur Dust
Winter,Silty,medium,2.49,Stevia Leaf,Urea,Root Rot,Neem Oil Spray
Summer,Loamy,high,1.43,Stevia Leaf,Urea,Rust,Imidacloprid
Cold,Clay,low,3.9,Stevia Leaf,Bone Meal,Leaf Spot,Carbendazim
Rainy (Monsoon),Clay,low,4.41,Stevia Leaf,DAP,Blight,Trichoderma
Winter,Red Soil,high,4.64,Stevia Leaf,Vermicompost,Root Rot,Copper Fungicide
Spring,Black Soil,low,2.7,Stevia Leaf,Farmyard Manure,Leaf Spot,Neem Oil Spray
Rainy (Monsoon),Sandy,low,3.4,Chicory Root,DAP,Powdery Mildew,Imidacloprid
Winter,Sandy,medium,4.63,Chicory Root,Compost,Powdery Mildew,Sulfur Dust
Cold,Red Soil,low,1.07,Chicory Root,Vermicompost,Leaf Spot,Imidacloprid
Rainy (Monsoon),Sandy,low,3.95,Chicory Root,Urea,Wilt,Trichoderma
Rainy (Monsoon),Silty,low,2.08,Chicory Root,Urea,Root Rot,Trichoderma
Spring,Silty,low,2.72,Chicory Root,Vermicompost,Blight,Trichoderma
Cold,Loamy,low,2.62,Chicory Root,DAP,Blight,Neem Oil Spray
Cold,Alluvial Soil,medium,1.61,Chicory Root,DAP,Mosaic Virus,Carbendazim
Spring,Red Soil,low,1.03,Chicory Root,DAP,Powdery Mildew,Bordeaux Mixture
Cold,Alluvial Soil,medium,1.79,Chicory Root,Bone Meal,Wilt,Carbendazim
Winter,Loamy,low,4.78,Dandelion,Farmyard Manure,Mosaic Virus,Bordeaux Mixture
Rainy (Monsoon),Sandy,low,1.84,Dandelion,Bone Meal,Root Rot,Copper Fungicide
Winter,Loamy,high,2.96,Dandelion,Urea,Blight,Copper Fungicide
Spring,Alluvial Soil,low,1.57,Dandelion,Compost,Leaf Spot,Carbendazim
Winter,Silty,high,0.86,Dandelion,Vermicompost,Powdery Mildew,Copper Fungicide
Summer,Alluvial Soil,low,1.46,Dandelion,DAP,Root Rot,Sulfur Dust
Summer,Alluvial Soil,high,0.99,Dandelion,Compost,Leaf Spot,Imidacloprid
Summer,Black Soil,low,4.48,Dandelion,Bone Meal,Wilt,Sulfur Dust
Cold,Red Soil,medium,3.38,Dandelion,Vermicompost,Root Rot,Bordeaux Mixture
Cold,Black Soil,high,1.81,Dandelion,Farmyard Manure,Rust,Sulfur Dust
Rainy (Monsoon),Alluvial Soil,low,3.37,Mustard Spinach,Farmyard Manure,Blight,Sulfur Dust
Rainy (Monsoon),Sandy,low,0.94,Mustard Spinach,Compost,Rust,Copper Fungicide
Spring,Clay,medium,4.22,Mustard Spinach,Urea,Powdery Mildew,Bordeaux Mixture
Summer,Red Soil,high,1.37,Mustard Spinach,Compost,Rust,Carbendazim
Summer,Red Soil,low,4.12,Mustard Spinach,Vermicompost,Powdery Mildew,Copper Fungicide
Spring,Red Soil,low,0.59,Mustard Spinach,Vermicompost,Leaf Spot,Sulfur Dust
Rainy (Monsoon),Black Soil,high,4.21,Mustard Spinach,Compost,Root Rot,Neem Oil Spray
Summer,Loamy,high,3.9,Mustard Spinach,Vermicompost,Root Rot,Imidacloprid
Rainy (Monsoon),Loamy,low,3.43,Mustard Spinach,Compost,Rust,Copper Fungicide
Winter,Loamy,high,1.82,Mustard Spinach,DAP,Leaf Spot,Imidacloprid
Winter,Clay,low,0.92,Tatsoi,Vermicompost,Wilt,Sulfur Dust
Cold,Black Soil,medium,2.05,Tatsoi,Compost,Root Rot,Copper Fungicide
Cold,Black Soil,medium,2.29,Tatsoi,Bone Meal,Root Rot,Carbendazim
Rainy (Monsoon),Silty,high,4.1,Tatsoi,Bone Meal,Powdery Mildew,Bordeaux Mixture
Cold,Red Soil,high,2.79,Tatsoi,Compost,Rust,Trichoderma
Summer,Black Soil,low,0.97,Tatsoi,DAP,Blight,Sulfur Dust
Winter,Sandy,medium,1.24,Tatsoi,Urea,Rust,Sulfur Dust
Winter,Loamy,high,0.55,Tatsoi,Compost,Powdery Mildew,Neem Oil Spray
Cold,Clay,medium,4.59,Tatsoi,Bone Meal,Mosaic Virus,Trichoderma
Spring,Sandy,high,2.37,Tatsoi,Bone Meal,Rust,Bordeaux Mixture
Summer,Clay,medium,0.61,Bok Choy,Vermicompost,Mosaic Virus,Carbendazim
Cold,Alluvial Soil,medium,3,Bok Choy,NPK,Rust,Sulfur Dust
Summer,Clay,low,2.09,Bok Choy,Vermicompost,Mosaic Virus,Sulfur Dust
Winter,Loamy,medium,3.29,Bok Choy,Bone Meal,Wilt,Trichoderma
